OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total,OrderDate
279598,Charles Darwin,RI,7,Wood,46918.00,12.50,9.25,586475.00,433991.50,71432.66,1091899.16,04-28-2009
279628,Thomas J. Watson,RI,7,Asphalt,79289.00,10.78,13.33,854735.42,1056922.37,133816.05,2045473.84,04-28-2009
279635,Monsters Inc.,DN,9.46,Disco Light Up Panels,297606.00,40.78,23.33,12136372.68,6943147.98,1804922.65,20884443.31,04-28-2009
279654,Apple,AK,1.76,Carpet,41804.00,12.50,6.30,522550.00,263365.20,13832.11,799747.31,04-28-2009
279667,Ada Lovelace,II,9.46,Distressed Red Oak,277018.00,18.57,23.33,5144224.26,6462829.94,1098027.33,12705081.53,04-28-2009
279724,The Boring Company,TX,8.19,Asphalt,133976.00,10.78,13.33,1444261.28,1785900.08,264550.22,3494711.58,04-28-2009
279880,Alex Trebek,DN,9.46,Laminate,68810.00,4.50,9.80,309645.00,674338.00,93084.79,1077067.79,04-28-2009
279971,Tractor Supply Co.,DN,9.46,Wood,247566.00,12.50,9.25,3094575.00,2289985.50,509379.42,5893939.92,04-28-2009
279992,Elon Musk,AK,1.76,Mosaic Tile,257096.00,18.50,49.25,4756276.00,12661978.00,306561.27,17724815.27,04-28-2009
279997,Penn Jillette,RI,7,Disco Light Up Panels,30171.00,40.78,23.33,1230373.38,703889.43,135398.40,2069661.21,04-28-2009
280035,Alex Trebek,HI,4.35,Asphalt,179633.00,10.78,13.33,1936443.74,2394507.89,188396.40,4519348.03,04-28-2009
45205,Microsoft# Inc.,XX,9.46,Mosaic Tile,1860.00,18.50,49.25,34410.00,91605.00,11921.02,137936.02,04-29-2027
45302,Tractor Supply Co.,OH,7.14,Straw,127937.00,1.80,3.25,230286.60,415795.25,46130.24,692212.09,04-29-2027
45383,Elon Musk,LO,9.46,Disco Light Up Panels,283379.00,40.78,23.33,11556195.62,6611232.07,1718638.66,19886066.35,04-29-2027
45396,Albert Einstein,OH,7.14,Distressed Red Oak,22393.00,18.57,23.33,415838.01,522428.69,66992.24,1005258.94,04-29-2027
45454,Adams# Douglas,XX,9.46,Mosaic Tile,201789.00,18.50,49.25,3733096.50,9938108.25,1293295.97,14964500.72,04-29-2027
45533,Alphabet,AK,1.76,Bamboo,65216.00,18.50,9.25,1206496.00,603248.00,31851.49,1841595.49,04-29-2027
45575,Grace Murray Hopper,XX,9.46,Bamboo,239846.00,18.50,9.25,4437151.00,2218575.50,629631.73,7285358.23,04-29-2027
45643,Alan M. Galloway# Sr.,II,9.46,Straw,19803.00,1.80,3.25,35645.40,64359.75,9460.49,109465.64,04-29-2027
45737,Thurston Howell# III,II,9.46,Laminate,299352.00,4.50,9.80,1347084.00,2933649.60,404957.40,4685691.00,04-29-2027
45812,Adams# Douglas,LO,9.46,Granite,237770.00,72.50,29.25,17238325.00,6954772.50,2288667.02,26481764.52,04-29-2027
45899,Monty Hall,DN,9.46,Mosaic Tile,138935.00,18.50,49.25,2570297.50,6842548.75,890455.26,10303301.51,04-29-2027
45914,Albert Einstein,WY,9.46,Straw,294426.00,1.80,3.25,529966.80,956884.50,140656.13,1627507.43,04-29-2027
137694,Microsoft# Inc.,XX,9.46,Trampoline,185796.00,20.78,13.33,3860840.88,2476660.68,599527.65,6937029.21,05-01-1940
137787,Albert Einstein,WY,9.46,Straw,115521.00,1.80,3.25,207937.80,375443.25,55187.85,638568.90,05-01-1940
137808,Adams# Douglas,AK,1.76,Asphalt,174998.00,10.78,13.33,1886478.44,2332723.34,74257.95,4293459.73,05-01-1940
137904,Alphabet,ZZ,9.46,Disco Light Up Panels,209345.00,40.78,23.33,8537089.10,4884018.85,1269636.81,14690744.76,05-01-1940
137983,Jaden Smith,ZZ,9.46,Granite,45353.00,72.50,29.25,3288092.50,1326575.25,436547.57,5051215.32,05-01-1940
138003,Jean Ichbiah,ZZ,9.46,Trampoline,269234.00,20.78,13.33,5594682.52,3588889.22,868765.89,10052337.63,05-01-1940
138087,Charles Babbage,ZZ,9.46,Trampoline,232198.00,20.78,13.33,4825074.44,3095199.34,749257.90,8669531.68,05-01-1940
138132,Elon Musk,ZZ,9.46,Dirt,137763.00,0.78,3.33,107455.14,458750.79,53563.08,619769.01,05-01-1940
138215,Charles Babbage,DN,9.46,Wood,56045.00,12.50,9.25,700562.50,518416.25,115315.39,1334294.14,05-01-1940
138295,Penn Jillette,RI,7,Disco Light Up Panels,136108.00,40.78,23.33,5550484.24,3175399.64,610811.87,9336695.75,05-01-1940
138315,Alex Trebek,LO,9.46,Laminate,101613.00,4.50,9.80,457258.50,995807.40,137460.03,1590525.93,05-01-1940
138338,Jean Ichbiah,KY,6,Distressed Red Oak,217012.00,18.57,23.33,4029912.84,5062889.96,545568.17,9638370.97,05-01-1940
138390,The Boring Company,DN,9.46,Asphalt,209068.00,10.78,13.33,2253753.04,2786876.44,476843.55,5517473.03,05-01-1940
138479,Ada Lovelace,KY,6,Asphalt,87131.00,10.78,13.33,939272.18,1161456.23,126043.70,2226772.11,05-01-1940
138510,Monsters Inc.,KY,6,Asphalt,86190.00,10.78,13.33,929128.20,1148912.70,124682.45,2202723.35,05-01-1940
138580,Thomas J. Watson,AK,1.76,Tile,254759.00,1.50,14.30,382138.50,3643053.70,70843.38,4096035.58,05-01-1940
138602,Alan M. Galloway# Sr.,WY,9.46,Dirt,256336.00,0.78,3.33,199942.08,853598.88,99664.97,1153205.93,05-01-1940
138661,Elon Musk,II,9.46,Laminate,177106.00,4.50,9.80,796977.00,1735638.80,239585.45,2772201.25,05-01-1940
138745,Bill Gates,RI,7,Tile,84675.00,1.50,14.30,127012.50,1210852.50,93650.55,1431515.55,05-01-1940
138766,Alan M. Galloway# Sr.,OH,7.14,Laminate,90126.00,4.50,9.80,405567.00,883234.80,92020.45,1380822.25,05-01-1940
138842,Jaden Smith,KY,6,Marble,209817.00,88.73,34.25,18617062.41,7186232.25,1548197.68,27351492.34,05-01-1940
138851,Alan M. Galloway# Sr.,HI,4.35,Straw,77943.00,1.80,3.25,140297.40,253314.75,17122.13,410734.28,05-01-1940
138907,Monty Hall,II,9.46,Disco Light Up Panels,39875.00,40.78,23.33,1626102.50,930283.75,241834.14,2798220.39,05-01-1940
126486,Jean Ichbiah,OH,7.14,Straw,61854.00,1.80,3.25,111337.20,201025.50,22302.70,334665.40,05-01-1979
126542,The Boring Company,DN,9.46,Straw,64126.00,1.80,3.25,115426.80,208409.50,30634.91,354471.21,05-01-1979
126638,Alan M. Galloway# Sr.,DN,9.46,Granite,193807.00,72.50,29.25,14051007.50,5668854.75,1865498.97,21585361.22,05-01-1979
126647,Monsters Inc.,OH,7.14,Straw,79174.00,1.80,3.25,142513.20,257315.50,28547.77,428376.47,05-01-1979
126670,Alex Trebek,TX,8.19,Disco Light Up Panels,16102.00,40.78,23.33,656639.56,375659.66,84545.31,1116844.53,05-01-1979
126702,Alex Trebek,TX,8.19,Mosaic Tile,147045.00,18.50,49.25,2720332.50,7241966.25,815912.27,10778211.02,05-01-1979
126744,Monty Hall,OH,7.14,Tile,216605.00,1.50,14.30,324907.50,3097451.50,244356.43,3666715.43,05-01-1979
126835,Alan M. Galloway# Jr.,II,9.46,Asphalt,230876.00,10.78,13.33,2488843.28,3077577.08,526583.37,6093003.73,05-01-1979
126875,The Boring Company,TX,8.19,Mosaic Tile,273071.00,18.50,49.25,5051813.50,13448746.75,1515195.88,20015756.13,05-01-1979
126896,Ada Lovelace,DN,9.46,Wood,35510.00,12.50,9.25,443875.00,328467.50,73063.60,845406.10,05-01-1979
126908,Charles Darwin,XX,9.46,Straw,13979.00,1.80,3.25,25162.20,45431.75,6678.19,77272.14,05-01-1979
126927,Adams# Douglas,II,9.46,Carpet,112281.00,12.50,6.30,1403512.50,707370.30,199689.51,2310572.31,05-01-1979
126931,Elon Musk,KY,6,Tile,231350.00,1.50,14.30,347025.00,3308305.00,219319.80,3874649.80,05-01-1979
127028,Bill Gates,KY,6,Laminate,17303.00,4.50,9.80,77863.50,169569.40,14845.97,262278.87,05-01-1979
127094,Jaden Smith,LO,9.46,Mosaic Tile,145162.00,18.50,49.25,2685497.00,7149228.50,930365.03,10765090.53,05-01-1979
127105,Penn Jillette,LO,9.46,Straw,209169.00,1.80,3.25,376504.20,679799.25,99926.31,1156229.76,05-01-1979
127115,Steve Jobs,LO,9.46,Dirt,20584.00,0.78,3.33,16055.52,68544.72,8003.18,92603.42,05-01-1979
127157,Bill Gates,II,9.46,Mosaic Tile,219776.00,18.50,49.25,4065856.00,10823968.00,1408577.35,16298401.35,05-01-1979
127276,Alex Trebek,AK,1.76,Wood,24205.00,12.50,9.25,302562.50,223896.25,9265.67,535724.42,05-01-1979
127285,Monsters Inc.,ZZ,9.46,Laminate,142778.00,4.50,9.80,642501.00,1399224.40,193147.22,2234872.62,05-01-1979
127367,Monty Hall,II,9.46,Asphalt,184465.00,10.78,13.33,1988532.70,2458918.45,420728.88,4868180.03,05-01-1979
127414,Elon Musk,XX,9.46,Straw,136467.00,1.80,3.25,245640.60,443517.75,65194.38,754352.73,05-01-1979
144508,Thomas J. Watson,RI,7,Asphalt,293418.00,10.78,13.33,3163046.04,3911261.94,495201.56,7569509.54,05-04-1970
144600,Elon Musk,KY,6,Asphalt,12924.00,10.78,13.33,139320.72,172276.92,18695.86,330293.50,05-04-1970
144687,Alan M. Galloway# Jr.,AK,1.76,Dirt,181811.00,0.78,3.33,141812.58,605430.63,13151.48,760394.69,05-04-1970
144710,Jaden Smith,DN,9.46,Distressed Red Oak,51853.00,18.57,23.33,962910.21,1209730.49,205531.81,2378172.51,05-04-1970
144760,Alan M. Galloway# Jr.,OH,7.14,Straw,264475.00,1.80,3.25,476055.00,859543.75,95361.75,1430960.50,05-04-1970
144819,Thurston Howell# III,II,9.46,Bamboo,178529.00,18.50,9.25,3302786.50,1651393.25,468665.40,5422845.15,05-04-1970
144853,Charles Babbage,DN,9.46,Carpet,194544.00,12.50,6.30,2431800.00,1225627.20,345992.61,4003419.81,05-04-1970
144878,Albert Einstein,ZZ,9.46,Distressed Red Oak,224869.00,18.57,23.33,4175817.33,5246193.77,891322.25,10313333.35,05-04-1970
144919,Jean Ichbiah,HI,4.35,Laminate,268890.00,4.50,9.80,1210005.00,2635122.00,167263.02,4012390.02,05-04-1970
144921,Apple,AK,1.76,Asphalt,289832.00,10.78,13.33,3124388.96,3863460.56,122986.15,7110835.67,05-04-1970
144946,Albert Einstein,LO,9.46,Straw,9908.00,1.80,3.25,17834.40,32201.00,4733.35,54768.75,05-04-1970
144967,Alan M. Galloway# Sr.,KY,6,Mosaic Tile,63450.00,18.50,49.25,1173825.00,3124912.50,257924.25,4556661.75,05-04-1970
145026,Jaden Smith,RI,7,Distressed Red Oak,224150.00,18.57,23.33,4162465.50,5229419.50,657431.95,10049316.95,05-04-1970
145084,Alan M. Galloway# Sr.,AK,1.76,Asphalt,268294.00,10.78,13.33,2892209.32,3576359.02,113846.80,6582415.14,05-04-1970
145107,Jaden Smith,RI,7,Granite,224454.00,72.50,29.25,16272915.00,6565279.50,1598673.62,24436868.12,05-04-1970
145183,Ada Lovelace,ZZ,9.46,Mosaic Tile,79063.00,18.50,49.25,1462665.50,3893852.75,506726.63,5863244.88,05-04-1970
145229,Thomas J. Watson,II,9.46,Carpet,67278.00,12.50,6.30,840975.00,423851.40,119652.58,1384478.98,05-04-1970
191233,Microsoft# Inc.,WY,9.46,Straw,159800.00,1.80,3.25,287640.00,519350.00,76341.25,883331.25,05-09-1969
191297,The Boring Company,II,9.46,Trampoline,240255.00,20.78,13.33,4992498.90,3202599.15,775256.28,8970354.33,05-09-1969
191353,Bill Gates,RI,7,Bamboo,60896.00,18.50,9.25,1126576.00,563288.00,118290.48,1808154.48,05-09-1969
191429,Monsters Inc.,LO,9.46,Mosaic Tile,161045.00,18.50,49.25,2979332.50,7931466.25,1032161.56,11942960.31,05-09-1969
191510,Jaden Smith,II,9.46,Carpet,179595.00,12.50,6.30,2244937.50,1131448.50,319406.12,3695792.12,05-09-1969
191526,Monty Hall,HI,4.35,Asphalt,5663.00,10.78,13.33,61047.14,75487.79,5939.27,142474.20,05-09-1969
191574,Alex Trebek,DN,9.46,Trampoline,71292.00,20.78,13.33,1481447.76,950322.36,230045.45,2661815.57,05-09-1969
191599,Thomas J. Watson,OH,7.14,Bamboo,265556.00,18.50,9.25,4912786.00,2456393.00,526159.38,7895338.38,05-09-1969
191601,Adams# Douglas,WY,9.46,Tile,83324.00,1.50,14.30,124986.00,1191533.20,124542.72,1441061.92,05-09-1969
191681,Monty Hall,OH,7.14,Dirt,269681.00,0.78,3.33,210351.18,898037.73,79138.97,1187527.88,05-09-1969
191721,Louisville Llama Farm,WY,9.46,Disco Light Up Panels,105292.00,40.78,23.33,4293807.76,2456462.36,638575.55,7388845.67,05-09-1969
191803,Ada Lovelace,WY,9.46,Bamboo,146059.00,18.50,9.25,2702091.50,1351045.75,383426.78,4436564.03,05-09-1969
191864,Adams# Douglas,DN,9.46,Carpet,179813.00,12.50,6.30,2247662.50,1132821.90,319793.82,3700278.22,05-09-1969
191961,Alan M. Galloway# Sr.,TX,8.19,Carpet,196889.00,12.50,6.30,2461112.50,1240400.70,303153.93,4004667.13,05-09-1969
191971,Alex Trebek,DN,9.46,Trampoline,250996.00,20.78,13.33,5215696.88,3345776.68,809915.40,9371388.96,05-09-1969
192048,Louisville Llama Farm,HI,4.35,Tile,256736.00,1.50,14.30,385104.00,3671324.80,176454.65,4232883.45,05-09-1969
192111,Penn Jillette,AK,1.76,Marble,233782.00,88.73,34.25,20743476.86,8007033.50,506008.98,29256519.34,05-09-1969
192184,The Boring Company,WY,9.46,Straw,34695.00,1.80,3.25,62451.00,112758.75,16574.84,191784.59,05-09-1969
192277,Jaden Smith,II,9.46,Distressed Red Oak,75592.00,18.57,23.33,1403743.44,1763561.36,299627.03,3466931.83,05-09-1969
192316,The Boring Company,TX,8.19,Distressed Red Oak,15514.00,18.57,23.33,288094.98,361941.62,53238.00,703274.60,05-09-1969
192367,Alex Trebek,ZZ,9.46,Disco Light Up Panels,219360.00,40.78,23.33,8945500.80,5117668.80,1330375.84,15393545.44,05-09-1969
192376,Monty Hall,KY,6,Wood,242270.00,12.50,9.25,3028375.00,2240997.50,316162.35,5585534.85,05-09-1969
192384,Jaden Smith,XX,9.46,Tile,12857.00,1.50,14.30,19285.50,183855.10,19217.10,222357.70,05-09-1969
192410,Albert Einstein,OH,7.14,Tile,260707.00,1.50,14.30,391060.50,3728110.10,294108.78,4413279.38,05-09-1969
192448,Thomas J. Watson,RI,7,Asphalt,115709.00,10.78,13.33,1247343.02,1542400.97,195282.08,2985026.07,05-09-1969
192468,Adams# Douglas,KY,6,Distressed Red Oak,272340.00,18.57,23.33,5057353.80,6353692.20,684662.76,12095708.76,05-09-1969
341195,Jean Ichbiah,WY,9.46,Asphalt,95732.00,10.78,13.33,1031990.96,1276107.56,218346.12,2526444.64,05-10-1951
341286,Charles Babbage,RI,7,Dirt,250105.00,0.78,3.33,195081.90,832849.65,71955.21,1099886.76,05-10-1951
341350,Elon Musk,AK,1.76,Wood,88705.00,12.50,9.25,1108812.50,820521.25,33956.27,1963290.02,05-10-1951
341416,Alan M. Galloway# Sr.,AK,1.76,Bamboo,233554.00,18.50,9.25,4320749.00,2160374.50,114067.77,6595191.27,05-10-1951
341503,Microsoft# Inc.,DN,9.46,Marble,251204.00,88.73,34.25,22289330.92,8603737.00,2922484.23,33815552.15,05-10-1951
341507,Jean Ichbiah,DN,9.46,Bamboo,279479.00,18.50,9.25,5170361.50,2585180.75,733674.30,8489216.55,05-10-1951
341545,Albert Einstein,WY,9.46,Granite,90581.00,72.50,29.25,6567122.50,2649494.25,871891.94,10088508.69,05-10-1951
341622,Elon Musk,TX,8.19,Straw,99327.00,1.80,3.25,178788.60,322812.75,41081.15,542682.50,05-10-1951
341683,Steve Jobs,KY,6,Granite,222943.00,72.50,29.25,16163367.50,6521082.75,1361067.02,24045517.27,05-10-1951
341723,Steve Jobs,LO,9.46,Wood,174175.00,12.50,9.25,2177187.50,1611118.75,358373.77,4146680.02,05-10-1951
341814,Jaden Smith,RI,7,Asphalt,137685.00,10.78,13.33,1484244.30,1835341.05,232370.97,3551956.32,05-10-1951
341840,Elon Musk,AK,1.76,Bamboo,14135.00,18.50,9.25,261497.50,130748.75,6903.53,399149.78,05-10-1951
341881,Adams# Douglas,RI,7,Asphalt,98011.00,10.78,13.33,1056558.58,1306486.63,165413.16,2528458.37,05-10-1951
341933,Charles Babbage,LO,9.46,Laminate,235987.00,4.50,9.80,1061941.50,2312672.60,319238.49,3693852.59,05-10-1951
341996,Grace Murray Hopper,TX,8.19,Marble,7665.00,88.73,34.25,680115.45,262526.25,77202.36,1019844.06,05-10-1951
342014,Alex Trebek,AK,1.76,Laminate,136696.00,4.50,9.80,615132.00,1339620.80,34403.65,1989156.45,05-10-1951
342110,Ada Lovelace,WY,9.46,Disco Light Up Panels,185999.00,40.78,23.33,7585039.22,4339356.67,1128047.85,13052443.74,05-10-1951
342149,Charles Babbage,HI,4.35,Marble,177497.00,88.73,34.25,15749308.81,6079272.25,949543.28,22778124.34,05-10-1951
342237,Alan M. Galloway# Sr.,KY,6,Straw,232878.00,1.80,3.25,419180.40,756853.50,70562.03,1246595.93,05-10-1951
342258,The Boring Company,OH,7.14,Marble,70765.00,88.73,34.25,6278978.45,2423701.25,621371.33,9324051.03,05-10-1951
342302,Charles Babbage,LO,9.46,Tile,177681.00,1.50,14.30,266521.50,2540838.30,265576.24,3072936.04,05-10-1951
72340,Grace Murray Hopper,DN,9.46,Tile,72203.00,1.50,14.30,108304.50,1032502.90,107920.38,1248727.78,05-13-2018
72372,Monsters Inc.,ZZ,9.46,Asphalt,7329.00,10.78,13.33,79006.62,97695.57,16716.03,193418.22,05-13-2018
72430,Alphabet,DN,9.46,Asphalt,122758.00,10.78,13.33,1323331.24,1636364.14,279987.18,3239682.56,05-13-2018
72480,The Boring Company,AK,1.76,Marble,189082.00,88.73,34.25,16777245.86,6476058.50,409258.16,23662562.52,05-13-2018
72536,Adams# Douglas,RI,7,Straw,156806.00,1.80,3.25,282250.80,509619.50,55430.92,847301.22,05-13-2018
72614,Penn Jillette,WY,9.46,Marble,87444.00,88.73,34.25,7758906.12,2994957.00,1017315.45,11771178.57,05-13-2018
72670,The Boring Company,ZZ,9.46,Bamboo,144253.00,18.50,9.25,2668680.50,1334340.25,378685.76,4381706.51,05-13-2018
72697,Steve Jobs,II,9.46,Granite,142388.00,72.50,29.25,10323130.00,4164849.00,1370562.81,15858541.81,05-13-2018
72751,Monsters Inc.,ZZ,9.46,Asphalt,298.00,10.78,13.33,3212.44,3972.34,679.68,7864.46,05-13-2018
72890,Microsoft# Inc.,II,9.46,Straw,283253.00,1.80,3.25,509855.40,920572.25,135318.46,1565746.11,05-13-2018
72972,Microsoft# Inc.,WY,9.46,Granite,295253.00,72.50,29.25,21405842.50,8636150.25,2841972.51,32883965.26,05-13-2018
73046,Louisville Llama Farm,HI,4.35,Mosaic Tile,239790.00,18.50,49.25,4436115.00,11809657.50,706691.10,16952463.60,05-13-2018
73093,Tractor Supply Co.,KY,6,Disco Light Up Panels,186938.00,40.78,23.33,7623331.64,4361263.54,719075.71,12703670.89,05-13-2018
73144,Thurston Howell# III,KY,6,Marble,65298.00,88.73,34.25,5793891.54,2236456.50,481820.88,8512168.92,05-13-2018
73201,Albert Einstein,DN,9.46,Carpet,296848.00,12.50,6.30,3710600.00,1870142.40,527938.23,6108680.63,05-13-2018
73268,Apple,OH,7.14,Disco Light Up Panels,140546.00,40.78,23.33,5731465.88,3278938.18,643342.85,9653746.91,05-13-2018
73295,Tractor Supply Co.,ZZ,9.46,Wood,172183.00,12.50,9.25,2152287.50,1592692.75,354275.13,4099255.38,05-13-2018
73297,Tractor Supply Co.,ZZ,9.46,Laminate,33125.00,4.50,9.80,149062.50,324625.00,44810.84,518498.34,05-13-2018
73304,Apple,HI,4.35,Asphalt,295564.00,10.78,13.33,3186179.92,3939868.12,309983.09,7436031.13,05-13-2018
73355,Alphabet,AK,1.76,Laminate,103041.00,4.50,9.80,463684.50,1009801.80,25933.36,1499419.66,05-13-2018
73430,Monsters Inc.,LO,9.46,Carpet,21601.00,12.50,6.30,270012.50,136086.30,38416.95,444515.75,05-13-2018
124734,Charles Babbage,II,9.46,Trampoline,263875.00,20.78,13.33,5483322.50,3517453.75,851473.43,9852249.68,05-14-1918
124791,Louisville Llama Farm,KY,6,Granite,255898.00,72.50,29.25,18552605.00,7485016.50,1562257.29,27599878.79,05-14-1918
124799,Thomas J. Watson,DN,9.46,Bamboo,19541.00,18.50,9.25,361508.50,180754.25,51298.06,593560.81,05-14-1918
124811,Elon Musk,RI,7,Dirt,200245.00,0.78,3.33,156191.10,666815.85,57610.49,880617.44,05-14-1918
124821,Thomas J. Watson,DN,9.46,Marble,72724.00,88.73,34.25,6452800.52,2490797.00,846064.33,9789661.85,05-14-1918
124855,Elon Musk,XX,9.46,Distressed Red Oak,116960.00,18.57,23.33,2171947.20,2728676.80,463599.03,5364223.03,05-14-1918
124859,Louisville Llama Farm,WY,9.46,Disco Light Up Panels,288253.00,40.78,23.33,11754957.34,6724942.49,1748198.52,20228098.35,05-14-1918
124912,Penn Jillette,XX,9.46,Distressed Red Oak,100227.00,18.57,23.33,1861215.39,2338295.91,397273.77,4596785.07,05-14-1918
124969,Thurston Howell# III,LO,9.46,Bamboo,145830.00,18.50,9.25,2697855.00,1348927.50,382825.62,4429608.12,05-14-1918
125087,Alex Trebek,KY,6,Asphalt,143187.00,10.78,13.33,1543555.86,1908682.71,207134.31,3659372.88,05-14-1918
125138,Alphabet,LO,9.46,Dirt,5859.00,0.78,3.33,4570.02,19510.47,2278.01,26358.50,05-14-1918
125204,Steve Jobs,WY,9.46,Trampoline,225693.00,20.78,13.33,4689900.54,3008487.69,728267.53,8426655.76,05-14-1918
125289,Elon Musk,ZZ,9.46,Trampoline,295.00,20.78,13.33,6130.10,3932.35,951.91,11014.36,05-14-1918
125322,Jean Ichbiah,DN,9.46,Laminate,195504.00,4.50,9.80,879768.00,1915939.20,264473.90,3060181.10,05-14-1918
125378,Alan M. Galloway# Sr.,AK,1.76,Bamboo,92033.00,18.50,9.25,1702610.50,851305.25,44948.92,2598864.67,05-14-1918
125460,Apple,XX,9.46,Granite,279459.00,72.50,29.25,20260777.50,8174175.75,2689946.58,31124899.83,05-14-1918
125506,Thomas J. Watson,II,9.46,Wood,219637.00,12.50,9.25,2745462.50,2031642.25,451914.11,5229018.86,05-14-1918
125525,Alphabet,HI,4.35,Disco Light Up Panels,131409.00,40.78,23.33,5358859.02,3065771.97,366471.45,8791102.44,05-14-1918
125562,Microsoft# Inc.,OH,7.14,Trampoline,54523.00,20.78,13.33,1132987.94,726791.59,132788.26,1992567.79,05-14-1918
125698,Thomas J. Watson,XX,9.46,Laminate,80490.00,4.50,9.80,362205.00,788802.00,108885.26,1259892.26,05-14-1918
125777,Alphabet,TX,8.19,Marble,276679.00,88.73,34.25,24549727.67,9476255.75,2786728.04,36812711.46,05-14-1918
125851,Thurston Howell# III,ZZ,9.46,Marble,38393.00,88.73,34.25,3406610.89,1314960.25,446660.63,5168231.77,05-14-1918
125930,Adams# Douglas,ZZ,9.46,Trampoline,296966.00,20.78,13.33,6170953.48,3958556.78,958251.67,11087761.93,05-14-1918
125974,Thomas J. Watson,LO,9.46,Bamboo,71244.00,18.50,9.25,1318014.00,659007.00,187026.19,2164047.19,05-14-1918
126038,Charles Babbage,WY,9.46,Straw,134002.00,1.80,3.25,241203.60,435506.50,64016.78,740726.88,05-14-1918
126129,Apple,HI,4.35,Disco Light Up Panels,117012.00,40.78,23.33,4771749.36,2729889.96,326321.31,7827960.63,05-14-1918
126130,Monty Hall,II,9.46,Disco Light Up Panels,125941.00,40.78,23.33,5135873.98,2938203.53,763807.73,8837885.24,05-14-1918
126257,Monty Hall,TX,8.19,Wood,90468.00,12.50,9.25,1130850.00,836829.00,161152.91,2128831.91,05-14-1918
126269,Charles Babbage,WY,9.46,Mosaic Tile,185082.00,18.50,49.25,3424017.00,9115288.50,1186218.30,13725523.80,05-14-1918
126363,Monsters Inc.,AK,1.76,Trampoline,74004.00,20.78,13.33,1537803.12,986473.32,44427.27,2568703.71,05-14-1918
126442,Monty Hall,ZZ,9.46,Asphalt,11799.00,10.78,13.33,127193.22,157280.67,26911.23,311385.12,05-14-1918
126443,Thomas J. Watson,ZZ,9.46,Bamboo,24062.00,18.50,9.25,445147.00,222573.50,63166.36,730886.86,05-14-1918
217622,Grace Murray Hopper,WY,9.46,Mosaic Tile,108567.00,18.50,49.25,2008489.50,5346924.75,695822.19,8051236.44,05-15-1921
217648,Jean Ichbiah,OH,7.14,Dirt,99791.00,0.78,3.33,77836.98,332304.03,29284.07,439425.08,05-15-1921
217744,Apple,TX,8.19,Carpet,77423.00,12.50,6.30,967787.50,487764.90,119209.74,1574762.14,05-15-1921
217760,Steve Jobs,HI,4.35,Carpet,289901.00,12.50,6.30,3623762.50,1826376.30,237081.04,5687219.84,05-15-1921
217849,Alan M. Galloway# Jr.,XX,9.46,Wood,257335.00,12.50,9.25,3216687.50,2380348.75,529479.63,6126515.88,05-15-1921
217877,Elon Musk,II,9.46,Carpet,287579.00,12.50,6.30,3594737.50,1811747.70,511453.50,5917938.70,05-15-1921
217927,Adams# Douglas,HI,4.35,Bamboo,195067.00,18.50,9.25,3608739.50,1804369.75,235470.25,5648579.50,05-15-1921
218009,Ada Lovelace,II,9.46,Asphalt,21610.00,10.78,13.33,232955.80,288061.30,49288.22,570305.32,05-15-1921
218052,Louisville Llama Farm,TX,8.19,Granite,252411.00,72.50,29.25,18299797.50,7383021.75,2103422.90,27786242.15,05-15-1921
218099,Charles Babbage,DN,9.46,Wood,235622.00,12.50,9.25,2945275.00,2179503.50,484804.05,5609582.55,05-15-1921
